id,label,name,new_name,phone,dist,address,descriptions,products,process,node_type,group,group_name,prod,Keyword
249,PUBLIC SHOW,PUBLIC SHOW,,070-7434-1020,중구,창경궁로5가길 11,아트스튜디오,"전선,배선기구,조명,삼파장램프",,상점,,NA,NA,NA
250,SG 바스,SG 바스,,2273-6283,중구,을지로19길 5 ,"도기, 타일","도기,타일",,상점,,NA,NA,NA
251,SM유리금속,SM유리금속,,"2267-9487, 2269-9770",중구,창경궁로5길 18,"알곤용접, 행거, 스텐, 비철, 각종 제작 전문","행거,스테인리스",아르곤 용접,상점,,NA,NA,NA
252,TOMATO A&P,TOMATO A&P,,2266-9834,중구,을지로15길 22-13,"Auto, product design",조명,,상점,,NA,NA,NA
253,VEE EEN,VEE EEN,,070-8842-0606,중구,을지로 155-1,전등 전시,조명,"절단,스카시",상점,,NA,NA,NA
254,W 라이팅(2F),W 라이팅(2F),거성종합기획,2276-0395,종로구,수표로18길 24,"인테리어조명, LED조명, 주택조명, 산업조명","조명,LED,LED조명,경관등",,상점,,NA,NA,NA
255,YES 라이팅,YES 라이팅,,"2266-4025, 2266-4026, 2266-4027",중구,청계천로 172,"태양광조명, LED조명, 경관조명전문","태양광조명,LED,LED조명,경관등",,상점,,NA,NA,NA
256,거성 라이팅,거성 라이팅,거성특수조명,2285-0942,중구,창경궁로 55,"클럽, 웨딩홀, 공연장 LED 전광판","LED,LED조명",,상점,,NA,NA,NA
257,건설타일,건설타일,건설도기통상,2277-7727,중구,을지로 153 ,"타일, 수전, 욕실설비","타일,수전금구,수전부품","금박,조각",상점,,NA,NA,NA
258,건창전업,건창전업,건창전업사,"2266-8840, 2272-0425",종로구,돈화문로2길 20,"특고압변전기기, 외선공사자재, 지중선자재일절","변전기,외선자재",,상점,,NA,NA,NA
259,경광종합공구,경광종합공구,경광물산,2266-4546,중구,충무로 72-2,"에어공구, 청소장비, 차량공구, 용접기, 안전용품, 설비공구, 조경장비, 산업용자동릴","에어공구,각종공구,조경장비",,상점,,NA,NA,NA
260,경신정밀,경신정밀,,2266-9929,중구,창경궁로5가길 27-6,"아르곤 용접, 선반가공, 밀링가공",금속제작물,"아르곤 용접,선반밀링",상점,,NA,NA,NA
261,경신툴링,경신툴링,,2279-3815,중구,청계천로 156,"현대/고려 용접봉대리점, 용접기, 용접자재, 전동공구, 일반공구, 안전용품, 공구임대","전동공구,각종공구,용접공구",,상점,,NA,NA,NA
262,경원 비니루,경원 비니루,수현종합특수비닐,"2285-3344, 2285-4981",중구,창경궁로 65-2,"각종BOX, 각종 식품용비닐, 작크포리백, 특수인쇄, 부직포, 쇼핑백 판매 및 주문제작","BOX,쇼핑백,비닐",인쇄,상점,,NA,NA,NA
263,고려공사,고려공사,,"266-9075, 277-7971",중구,을지로17길 18-1,부식,금속제작물,부식,상점,,NA,NA,NA
264,고려연마공업(주),고려연마공업(주),,2265-4290,종로구,청계천로 133,사슴표 페파,금속제작물,연마,상점,,NA,NA,NA
265,고려전기상사,고려전기상사,,2269-0145,종로구,종로22길 11,"피뢰, 접지","피뢰침,접지자재",,상점,,NA,NA,NA
266,고압호스,고압호스,득원상사,2271-0227,중구,충무로 70-1,"유공압호스, 에어리스호스, 후렉시블 호스, 스팀호스, PVC 호스, 배관부속","유공압호스,에어리스호스,플렉시블호스(후렉시블호스),스팀호스,PVC호스,배관부품",,상점,,NA,NA,NA
267,광진명판,광진명판,,"2272-4660, 2279-5146",중구,창경궁로5길 10,"명판 전문 업체, 금속칼라인쇄, 프레스 가공, 다이아컷팅, 각종 부식, 스카시, 에폭시, LB코팅",명판,"프레스,부식,코팅",상점,,NA,NA,NA
268,광진전업㈜,광진전업㈜,,"2279-7031~2, 2267-6405",종로구,종로28길 11,"전력케이블, 각종배선류, 실드선, 마이크선","케이블,전선",,상점,,NA,NA,NA
269,국도 쟌넬 스카시,국도 쟌넬 스카시,,2272-3228,중구,을지로 149 ,"통신주, 아크릴, 고무스카시 등, 신주, 스텐, 갈바쟌넬, 학생작품전문","아크릴,신주잔넬,스텐잔넬,갈바잔넬",스카시,상점,,NA,NA,NA
270,국도상사,국도상사,,"2267-8035, 2273-8677",중구,을지로 173,"타일, 도기","타일,도기",,상점,,NA,NA,NA
271,굿세라믹,굿세라믹,,2268-7850,중구,을지로 141 ,"도기, 타일","타일,도기",,상점,,NA,NA,NA
272,그린실크,그린실크,,2269-1364~5,중구,청경궁로5길 32,"필림제판, 유니나이트, 실크인쇄, 아크릴가공, 철판인쇄","필름제판,아크릴",인쇄,상점,,NA,NA,NA
273,극동알곤,극동알곤,,2266-8442,,,각종 용접,금속제작물,용접,상점,,NA,NA,NA
274,금강절연(주),금강절연(주),,"2274-3091, 2278-4203",중구,을지로 149-3 ,"EPOXY, 베크라이트판, 포봉, 기타절연물","에폭시,포봉,베이클라이트(배크라이트)",,상점,,NA,NA,NA
275,금속친구,금속친구,,"010-9255-4915, 010-8821-1239",중구,창경궁로5다길 8-4,"금속 인테리어, 행거 주문제작, 알곤용접, 학생작품",행거,"아르곤 용접,인테리어 시공",상점,,NA,NA,NA
276,남성조명(2F),남성조명(2F),폐업,2271-3441~2,중구,을지로 151-1,공장직영 조명,조명,,상점,,NA,NA,NA
277,누리LED,누리LED,,2274-1945,중구,창경궁로5길 15,LED 주문제작,"LED,LED조명",,상점,,NA,NA,NA
278,뉴욕조명,뉴욕조명,,"2266-9961, 2269-7724",중구,을지로 157,각종 LED조명,"LED,LED조명",,상점,,NA,NA,NA
279,뉴월성조명,뉴월성조명,건설도기통상,2277-7742,종로구,종로26길 18,2층,"타일,수전금구,수전부품",,상점,,NA,NA,NA
280,대경마블,대경마블,,2274-7109,중구,충무로 66,"욕조,세면대,세면기,대리석가공",도기,,상점,,NA,NA,NA
281,대광유리고무,대광유리고무,,2266-3792,중구,충무로 64,"건축/산업용 고무, 스폰지 압출전문","고무,스폰지",,상점,,NA,NA,NA
283,대광칠,대광칠,,2267-9997,중구,을지로17길 25,밀링 가공,,밀링,상점,,NA,NA,NA
284,대림전기상사,대림전기상사,,"2267-0211, 2267-1911",중구,을지로17길 8-1,"CV,IV전선, 통신/UTP케이블, 전기자재 도매","전선,케이블,전기자재",,상점,,NA,NA,NA
285,대명공예사,대명공예사,,"2274-3091, 2278-4203",중구,창경궁로5길 34-20,"EPOXY, 베크라이트판, 포봉, 기타절연물","에폭시,포봉,베이클라이트(배크라이트)",,상점,,NA,NA,NA
286,대산전업사,대산전업사,,2278-4888,중구,을지로17길 20,잡자재,"저압기기,고압기기",,상점,,NA,NA,NA
287,대상산업,대상산업,,2264-6531,중구,을지로15길 6-18,각종조명기구,조명,,상점,,NA,NA,NA
288,대성기계,대성기계,,278-9922,,,ENERPAC대리점,유압공구,"조각,부식",상점,,NA,NA,NA
289,대성실크인쇄,대성실크인쇄,,010-7370-6369,중구,창경궁로 67,"아크릴, 명판, 금속, 유리","아크릴,명판,유리",,상점,,NA,NA,NA
290,대신전기상사,대신전기상사,,2278-7048,종로구,돈화문로2길 11 ,"전자, 가전","애자,",,상점,,NA,NA,NA
291,대신화물/택배,대신화물/택배,,2273-3211,종로구,청계천로 149-1,"조립식단자대, CTT, PTT","CTT,PTT",,상점,,NA,NA,NA
292,대양공업사,대양공업사,,265-3426,,,"스텐, BOX, 용접","스테인리스,BOX",용접,상점,,NA,NA,NA
293,대양귀금속,대양귀금속,,2268-7678~9,종로구,창경궁로 85,"전기, 통신, 소방, 안전용품","전기자재,통신부품",,상점,,NA,NA,NA
294,대영엠앤티,대영엠앤티,,2272-6989,중구,충무로 72-2 ,전동공구,전동공구,,상점,,NA,NA,NA
295,대영절단절곡,대영절단절곡,,2266-8729,중구,을지로15길 16,"절단, 절곡","금속제작물,비금속제작물","절단,절곡",상점,,NA,NA,NA
296,대영타공철망,대영타공철망,,"2279-0360, 2267-0664",중구,을지로 159-2,철망,철망,,상점,,NA,NA,NA
297,대우전업사,대우전업사,,"2266-5747, 2266-5060",중구,을지로17길 15,"특고압개폐기, 외선자재","개폐기,외선자재",,상점,,NA,NA,NA
298,대원미싱,대원미싱,,"2275-3635, 2278-3637",중구,창경궁로5길 6,"공업용미싱, 제화용미싱, 특수미싱, 혁띠, 핸드백, 지갑, 쇼파, 피혁미싱, P.R.기, 포스트미싱, 미싱개조, 부속일체","미싱,미싱부속",배관,상점,,NA,NA,NA
299,대진수도,대진수도,,"2277-4038~9, 010-3764-7828",중구,을지로 147-1,"옷걸이 행거, 파이프, 볼 밸브, 계량기, 주름관, 에이콘, 잡자재","행거,볼밸브,계량기,에이콘","CNC,부식,인쇄,",상점,,NA,NA,NA
300,대천유압,대천유압,,2278-2188,중구,충무로 66-3,"유압 하이드로 렌치, 앵글펀치, 수압시험기",렌치(하이드로렌치),,상점,,NA,NA,NA
301,대표LED전기조명,대표LED전기조명,경광물산,"2272-1290, 010-5765-1299",종로구,창경궁로 79,"조명, 소방, 전구, 전선 도/소매","조명,전구,전선",,상점,,NA,NA,NA
302,대풍,대풍,대풍조각,010-3113-1799,중구,창경궁로5길 6,"매달, 벳지 공장 직영, 금은 코인금형","배지,메달",금형,상점,,NA,NA,NA
303,대한공기,대한공기,,274-8023,종로구,종로22길 14-1,"유압, 공압",배터리,,상점,,NA,NA,NA
304,대한상사,대한상사,,2274-5291,중구,창경궁로5가길 35,"스위치, 암각, 아우트렉",스위치,,상점,,NA,NA,NA
305,대한트랜스 총판,대한트랜스 총판,,2271-3619,중구,청계천로 166-1,"에스에스 LED 총판, AVR, UPS, NC LED총판, 네온트랜스, 다산 LED 총판, 전자네온 트랜스, 가정용/공업용 트랜스, 인버터, 충전기","LED,LED조명,변압기(트랜스),인버터",,상점,,NA,NA,NA
306,대호기야공사,대호기야공사,대호기어공사,2266-4284~5,중구,을지로19길 28,"타임기어, 평기어, 해리칼기어, 베벨기어, 기성기어","타임기어,평기어,헬리컬기어(해리칼기어),베벨기어,기성품기어",,상점,,NA,NA,NA
307,대흥금속철물,대흥금속철물,,"2277-5533, 2277-5599",중구,을지로 151,"건축, 가구, 인테리어, 철물, 주문제작",가구,,상점,,NA,NA,NA
308,더블에이지,더블에이지,,2266-7070,중구,을지로15길 10,"정밀 기계 조각, 글자 스카시","금속제작물,간판",스카시,상점,,NA,NA,NA
309,도담일레콘,도담일레콘,,2279-4111,중구,충무로11길 2-1,"각종 공구, 홀캇타",각종공구,,상점,,NA,NA,NA
310,도장기기총판 홍진기업,도장기기총판 홍진기업,,"2275-3325, 2275-1132",중구,충무로 68 ,"파워샌다, 에어리스, 방수장비, 세척기, 진공청소기","샌더기,세척기,진공청소기",,상점,,NA,NA,NA
311,동경,동경,동경금속,"2269-2811, 2269-2813",중구,창경궁로5길 34-14,"헤라 시보리 가공, 금속, 유압, 프레스, 용접, 차단봉","차단봉,시보리","프레스,용접,",상점,,NA,NA,NA
312,동광전기조명,동광전기조명,한양아크릴,010-5212-5683,중구,충무로 62-1,조명 주문제작전문,조명,인쇄,상점,,NA,NA,NA
313,동광조명,동광조명,이전?(금천구),2285-6679,중구,충무로 62,"각종공구, 철물, 인테리어, 페파, 접착제코킹, 청소용품","각종공구,철물,인테리어철물",코킹,상점,,NA,NA,NA
314,동남,동남,동남특수인쇄,2265-2258,중구,을지로22길 21-11,동성,간판,,상점,,NA,NA,NA
315,동남의료기,동남의료기,,"2265-4555~7, 2271-1431~3",종로구,종로 166,"혈압계, 혈당측정기, 보청기, 가정용건강기구, 한방, 침, 뜸, 전자저울, 과학기재, 병원용품","혈압계,혈당측정기,보청기,가정용건강기구,전자저울,과학기기",,상점,,NA,NA,NA
316,동도조명전시장,동도조명전시장,동도조명,"2267-6547, 2272-6116",종로구,창경궁로 85,철물,철물,,상점,,NA,NA,NA
317,동력전기,동력전기,,2266-8428,중구,창경궁로5가길 35,"각종모터펌프수리, 자동제어, 모터판매, DC모터, 에어콤프레샤, 인버터설치","자동제어기기,펌프,DC모터,에어컴프레셔,인버터",,상점,,NA,NA,NA
318,동명정밀,동명정밀,,"2269-4529, 010-5309-5064",중구,을지로 135,"선반, 밀링가공",금속제작물,선반밀링,상점,,NA,NA,NA
319,동산앙카볼트,동산앙카볼트,,"267-1300, 274-4386",중구,을지로17길 7,볼트,볼트,,상점,,NA,NA,NA
320,동성기전(주),동성기전(주),,2266-4314,종로구,종로26길 18,파나소닉전공코리아 대리점,밀링머신,,상점,,NA,NA,NA
321,동성방전,동성방전,동근사,266-7775,종로구,종로 248-5,조각금형제작,금속제작물,"조각,금형",상점,,NA,NA,NA
322,동성산업,동성산업,,2273-5045,중구,을지로 139,"수입타일전문, 욕실수리전문","타일,수입타일",,상점,,NA,NA,NA
323,동성전기,동성전기,,"266-9075, 277-7971",중구,을지로17길 18-1,각송 배선 및 자재,전선,,상점,,NA,NA,NA
324,동신산업,동신산업,,2265-5982,중구,을지로19길 33,"자동문, 접이문, 판넬공사, 조형물, 철구조물, 삿다, 삿시, 스텐제작","새시(샷시),패널(판넬),스테인리스",,상점,,NA,NA,NA
325,동신스텐,동신스텐,,2266-8884,중구,청계천로 156,"원판, 파이프, 환봉, 앵글, 평철","파이프,환봉,원판",,상점,,NA,NA,NA
326,동양안료,동양안료,,2267-2778~9,중구,창경궁로 59,"단청, 탱화, 네일아트, 학생미술, 빤짝이, 줄눈제",미술재료,,상점,,NA,NA,NA
327,동이랑철이랑,동이랑철이랑,,010-3894-9651,중구,을지로15길 6-5,금속공방,금속제작물,,상점,,NA,NA,NA
328,동일금속,동일금속,,"2266-9969, 010-6267-5578",중구,을지로19길 15,"나동선, 동부스바, 비철금속일체, 접지자재전문","나동선,동버스바(동부스바),접지자재,비철금속",,상점,,NA,NA,NA
329,동진공업사,동진공업사,,02-264-0936,중구,을지로 147,"금형, 티타늄, 간판프레임 제작, 스텐, 진주, 양은, 동, 알곤용접","스테인리스,간판","금형,아르곤 용접",상점,,NA,NA,NA
330,동화메탈공업(주),동화메탈공업(주),,2266-9100,중구,을지로 147,"와이어메쉬, 콘베어벨트, 익스펜디드메탈, 스텐망, 철망, 동망, 타공망, 휀스자재및시공전문","와이어매쉬,익스펜디드메탈,철망,타공망,펜스망(휀스망)",,상점,,NA,NA,NA
331,두리명판,두리명판,,2274-1423,중구,을지로 147-1,"케이블명찰 및 위험표지판, 실크인쇄, PC평판, 부식, 판넬명판 가공, 알루미늄, 아크릴, PC, CNC가공","알루미늄,아크릴,명판","CNC,부식,인쇄,",상점,,NA,NA,NA
332,두성컨트롤,두성컨트롤,,2272-7593,종로구,돈화문로2길 5,자동제어,자동제어기기,,상점,,NA,NA,NA
333,라미,라미,라미타일도기,2274-6472,중구,창경궁로 55-2,TILE & BATH,"도기,타일",,상점,,NA,NA,NA
334,라이프 전기조명,라이프 전기조명,이전(홍제동),"2273-7811, 2273-7818",중구,을지로15길 18 ,,,,상점,,NA,NA,NA
335,로얄금속,로얄금속,,2279-9710,중구,을지로15길 16,"벳지, 메달, 열쇠고리","배지,메달","절단,절곡",상점,,NA,NA,NA
338,메탈포인트,메탈포인트,,6402-6799,중구,창경궁로5길 18,"알곤용접, 행거, 집기, 가구, 학생작품 제작","행거,집기",아르곤 용접,상점,,NA,NA,NA
339,명성사,명성사,,2277-2022,중구,창경궁로5나길 17,"벳지, 메달",배지,"선반가공,주물,아르곤 용접",상점,,NA,NA,NA
340,명성시보리,명성시보리,청계연마,2268-5563,중구,을지로15길 9-1,"스텐 신주, 조명기구, 시보리, 알곤용접","조명,시보리,신주",아르곤 용접,상점,,NA,NA,NA
341,명전상사,명전상사,,2269-5697,종로구,돈화문로 8-2,"AL조각 및 가공, 아크릴 명판, 실크인쇄, 부식","알루미늄,명판","조각,인쇄,부식",상점,,NA,NA,NA
342,명진,명진,,"2266-2440, 2263-2375~6",중구,을지로 135,"도기, 타일","도기,타일","금형,아르곤 용접",상점,,NA,NA,NA
343,명판조각,명판조각,,2265-4994,,,"컴퓨터조각, 아크릴, 알르미늄, 실크, 부식","아크릴,알루미늄","조각,부식",상점,,NA,NA,NA
344,미광금속,미광금속,,010-4792-2364,중구,창경궁로5다길 6,"후렉숀단조, 메달, 뺏지, 금속라벨","메달,배지",단조,상점,,NA,NA,NA
345,미래조명,미래조명,,2266-1368~7,종로구,청계천로 177,"LED조명, 특수조명, 살충기전문","LED,LED조명,특수조명","금형,선반밀링",상점,,NA,NA,NA
346,미래컴퓨터조각,미래컴퓨터조각,,2269-6303,,,실크인쇄전문,"현수막,판촉물",인쇄,상점,,NA,NA,NA
347,미래특수조명(2F),미래특수조명(2F),,2275-4751~2,중구,을지로 151-1,"특수조명, 무대조명, 수입조명","조명,특수조명,무대조명,수입특수램프",금속가공,상점,,NA,NA,NA
348,미주전기,미주전기,,010-5275-9510,중구,을지로19길 5,배선기구,배선기구,,상점,,NA,NA,NA
349,백진조명,백진조명,,2273-1746,중구,을지로32길 36-34,조명 제작,조명,"CNC,선반밀링",상점,,NA,NA,NA
350,번영베어링,번영베어링,,"2274-5558, 2273-5558",종로구,청계천로 162,베어링,베어링,연마,상점,,NA,NA,NA
351,베스비시스템(주),베스비시스템(주),,2267-9997,,,연구개발실,,,상점,,NA,NA,NA
352,보성공업,보성공업,,010-8997-5748,중구,을지로15길 16-6,"설반, 밀링 가공, 알곤용접",금속제작물,"선반밀링,아르곤 용접",상점,,NA,NA,NA
353,볼트전문점 신명,볼트전문점 신명,이전,2266-8541~2,,,"육각볼트너트, 렌치볼트, SET앙카, 스테인레스직결나사, POP NUTS, 전동및 타정공구, 전산S45C, 각산볼트, 특수볼트 제조판매","육각볼트너트,앵커볼트(앙카),나사(스테인리스직결나사),팝너트(POPNUTS),타정공구,전동공구,각산볼트,특수볼트",,상점,,NA,NA,NA
354,부광알곤,부광알곤,,2285-4781,중구,을지로15길 16-11,"각종 특수 용접 전문, 각종 제작, 출장 용접, 프라스마 절단","금속제작물,비금속제작물","절단,용접",상점,,NA,NA,NA
355,부라더 SEWING FACTORY,부라더 SEWING FACTORY,,2285-5979,중구,창경궁로 59-1,"TOTAL DIY SHOP, SEWING MACHINE, KIT/FABRIC, SEWING MATERIALS, SEWING CLASS","미싱,미싱부속",,상점,,NA,NA,NA
356,부일금속,부일금속,,2275-7074,중구,을지로15길 6-4,"스리팅 절단전문, 스텐 및 특수강판",금속제작물,절단,상점,,NA,NA,NA
357,부천베어링,부천베어링,,2265-4030,종로구,돈화문로2길 16 ,"NTN, KBC, IKO, THK",,,상점,,NA,NA,NA
358,부흥상사,부흥상사,,2272-2041,중구,충무로11길 2-1,"각종 공구, 홀캇타",각종공구,,상점,,NA,NA,NA
359,부흥정밀,부흥정밀,,2273-7644,중구,을지로19길 10,"인테리어부품, 선반밀링, 기어가공, 아크릴가공","각종공구,인테리어부품,기어,아크릴",선반밀링,상점,,NA,NA,NA
360,비젼툴,비젼툴,이전,2278-8024,중구,을지로15길 6-18,"기계공구, 산업용재 유통전문업체",기계공구,,상점,,NA,NA,NA
361,비츠로 라이팅(2F),비츠로 라이팅(2F),,2273-1279,중구,창경궁로 61,조명,조명,아르곤 용접,상점,,NA,NA,NA
362,산림뿌리주물상회,산림뿌리주물상회,산림상회,2267-5863,중구,을지로19길 34,"V뿌리, 평뿌리, 양은뿌리, FC, PVC핸들, 압축주물","V풀리(V뿌리),양은풀리(양은뿌리),PVC핸들,주물",,상점,,NA,NA,NA
363,삼광씨엔비(주),삼광씨엔비(주),,2275-8855,중구,창경궁로5가길 22,전선,전선,,상점,,NA,NA,NA
366,삼성건전지,삼성건전지,,267-8200,종로구,종로28길 11,밧데리(특수밧데리제작),배터리,,상점,,NA,NA,NA
367,삼성철망,삼성철망,,"2273-4780, 2266-9685",중구,을지로 149 ,"휀스망, 스텐망, 타공망, 메탈라스, 콘베어벨트, 각종 특수철망 주문제작","펜스망(휀스망),타공망,메탈라스,철망",절단,상점,,NA,NA,NA
368,삼우정밀,삼우정밀,,2277-8648,중구,을지로15길 6-6,"특수 볼트, 너트 전문","볼트,너트",,상점,,NA,NA,NA
369,삼원금속(주),삼원금속(주),대우알미늄,2266-4205,중구,을지로 165-1,공업용/산업용/건축용 알미늄 직영점,"알루미늄,공업용알루미늄,산업용알루미늄,건축용알루미늄",,상점,,NA,NA,NA
370,삼원절단,삼원절단,,2279-5877,,,"스텐레스, 뻬크라이트, 각종비철 절단전문","스테인리스,베이클라이트(배크라이트)",절단,상점,,NA,NA,NA
371,삼일기업사,삼일기업사,,"2266-4870, 2265-9980",중구,을지로17길 15,"특고압애자류, 변전실자재, 단말처리재, 전력제품대리점","애자,",,상점,,NA,NA,NA
372,삼전기전,삼전기전,,"2269-4529, 010-5309-5064",,,"LED, 전기자재 도매","LED,LED조명,전기자재",선반밀링,상점,,NA,NA,NA
373,삼전순약공업(주),삼전순약공업(주),,265-8910,종로구,종로20길 11,www.samchun.com,,,상점,,NA,NA,NA
374,삼정기공사,삼정기공사,,"2266-4590, 011-790-4590",중구,을지로19길 28,각종기어 제작 및 판매 (타임뿌리),"기어,타이밍풀리",,상점,,NA,NA,NA
375,삼정기업,삼정기업,,2277-3262,종로구,수표로18길 21-6,뺏지 메달 전문제작,"배지,메달","선반밀링,용접",상점,,NA,NA,NA
376,삼주상사,삼주상사,,2274-3455,중구,창경궁로 57,"특수랍빠전문, 각종산업/업종별 특수기계",금속제작물,랍빠,상점,,NA,NA,NA
379,삼화페인트,삼화페인트,,"2266-9961, 2269-7724",종로구,종로28길 5,각종 페인트,페인트,,상점,,NA,NA,NA
380,삼환금속,삼환금속,,2269-6883,종로구,종로30길 33,"매장 인테리어 집기, 아르곤 용접, 아크 용접",매장집기,"아르곤 용접,아크용접",상점,,NA,NA,NA
381,서림그래픽(3F),서림그래픽(3F),,2274-2047,중구,창경궁로5길 10,현수막 실사출력,현수막,,상점,,NA,NA,NA
382,서울기업,서울기업,,2272-4858,중구,충무로 62,"각종공구, 철물, 인테리어, 페파, 접착제코킹, 청소용품","각종공구,철물,인테리어철물",코킹,상점,,NA,NA,NA
383,서울도기타일,서울도기타일,,2267-8925,중구,을지로 143,"도기, 타일","도기,타일",,상점,,NA,NA,NA
384,서울정밀조각,서울정밀조각,,2274-1984,중구,을지로17길 26 ,"방전가공, 철인, 금박, 명판, 산업제품조각",명판,"금박,조각",상점,,NA,NA,NA
385,서울폐금,서울폐금,,"010-2222-3777, 070-8278-0837",종로구,종로20길 5,"금니모아 서울점, 금니, 치과폐금, 매입, 분석","조명,LED,LED조명",,상점,,NA,NA,NA
386,서일ENG,서일ENG,,2264-7788,중구,을지로19길 24,"기계제작, 부품가공, 기어제작, 자동제어, 제작수리","자동제어기기,기어",,상점,,NA,NA,NA
387,서흥전기/한일테크,서흥전기/한일테크,,"2274-0344, 2277-1419",중구,창경궁로5다길 26,"A.V.R., U.P.S., 트렌스, 정류기, 단상, 삼상, 소형, 가정용 트랜스",변압기(트랜스),,상점,,NA,NA,NA
388,선진특수무대조명,선진특수무대조명,,2267-0185,종로구,종로30길 33,"특수모대장치, 일반산데리아, 더머제작","무대조명,샹들리에(산데리아)",,상점,,NA,NA,NA
389,성도금속,성도금속,,"2267-2400, 2265-6000, 2265-5696",중구,을지로 147-1,"건축, 가구, 내부철물, 플라스틱사출",철물,사출,상점,,NA,NA,NA
390,성문금속,성문금속,,2264-8852,중구,창경궁로5길 10,"인테리어집기, 주문제작(철, 스텐), 동, 신주, 매장행거, 학생작품, 알곤용접","인테리어집기,신주,행거",아르곤 용접,상점,,NA,NA,NA
391,성신미싱부속,성신미싱부속,,2267-5539,중구,을지로33길 35,"BROTHER, SUNSTAR, PEGASUS, YAMATO","미싱,미싱부속",,상점,,NA,NA,NA
392,성신철물,성신철물,,"2273-0537, 2273-1960",중구,을지로 145-2,"건축, 가구, 인테리어, 판금부속","인테리어철물,판금부속",,상점,,NA,NA,NA
393,성용 KNS,성용 KNS,성용케이엔에스㈜,010-2942-2838,중구,청계천로 168,"비닐팩, 지관 절단기, 용접봉, 용접기","용접공구,절단기,용접기",,상점,,NA,NA,NA
394,성일철물,성일철물,,2268-4561~2,종로구,청계천로 167-1,"손잡이, 공구, 인테리어 부품","인테리어부품,각종공구",,상점,,NA,NA,NA
395,성진CNC벤딩,성진CNC벤딩,,2285-5971,중구,창경궁로5길 29,"구조관, 환봉, 앵글, 평철, 파이프, 각종벤딩","구조관,환봉,파이프",,상점,,NA,NA,NA
396,성진금속철강,성진금속철강,성진금속,"2265-9277, 2265-9288",중구,창경궁로5길 37,"금속철강, CNC벤딩",철강,CNC,상점,,NA,NA,NA
397,세방에스비(주),세방에스비(주),,2266-9212,중구,충무로 72-1,로케트밧데리,배터리,,상점,,NA,NA,NA
398,세신미싱부속,세신미싱부속,,2267-8214~5,중구,을지로33길 27,"미싱부속전문, PEGASUS, SUNSTAR, JUKI, SIRUBA, YAMATO, BROTHER, 오루강미싱바늘대리점","미싱,미싱부속",,상점,,NA,NA,NA
399,세영볼트,세영볼트,,2269-4970~1,중구,을지로 147,"스텐, 신주, 렌치, 특수볼트, 주문제작","스테인리스,신주,렌치(하이드로렌치),볼트,특수볼트",,상점,,NA,NA,NA
400,세운공구,세운공구,,2268-1351,종로구,청계천로 164,"절삭, 측정, 전동, 에어, 용접 공구도매 전문","각종공구,정밀측정공구,전동공구,에어공구,용접공구",,상점,,NA,NA,NA
401,세운유리,세운유리,,"2267-3898, 2267-4287",중구,을지로 133-3,유리가공,유리,,상점,,NA,NA,NA
402,세운절단,세운절단,이전(홍제동),010-6237-3073,중구,을지로19길 15,금속 절단,"금속제작물,비금속제작물",절단,상점,,NA,NA,NA
403,세운철강주식회사,세운철강주식회사,이전(원남동),"2267-7023, 2279-0461",중구,창경궁로5길 27,"절단, 절곡, V컷팅, 로라가공, 각종 철재류","금속제작물,비금속제작물","절단,절곡,",상점,,NA,NA,NA
404,세진시보리,세진시보리,,010-5303-7198,종로구,청계천로 175,LED제작,"LED,LED조명",,상점,,NA,NA,NA
405,소동호 작업실,소동호 작업실,산림조형,2266-1368~7,중구,을지로19길 34-2,세라믹 아티스트 개인 작업실,"LED,LED조명,특수조명",,상점,,NA,NA,NA
406,수 세라믹,수 세라믹,일손수세라믹,2266-4696,중구,을지로 171,"타일, 위생도기","타일,도기",,상점,,NA,NA,NA
407,수도에스아이(주),수도에스아이(주),,2274-8368,중구,을지로 147,"실리콘오일, 와니스, 액상고무, 고무, 실란","고무,액상고무",,상점,,NA,NA,NA
408,스카시&채널,스카시&채널,우리스카시,"2263-2581, 010-9455-6275",종로구,청계천로 179,"통신주, 알루미늄, E.V.A","알루미늄,E.V.A(EVA)",,상점,,NA,NA,NA
409,스타공구,스타공구,뉴푸른조명전시장,"2273-4883, 2273-9422",중구,을지로 149 ,"공구, 열쇠","각종공구,열쇠",,상점,,NA,NA,NA
410,스타조명전시장,스타조명전시장,신세계조명상사,"279-2225, 269-3200",종로구,종로28길 13,,,,상점,,NA,NA,NA
411,시온정밀,시온정밀,폐업,010-5446-3517,종로구,창경궁로 79,"각종 기념품, 쟐프, 안찌, 금형, 쥬얼리, CNC 조각 작품","금속제작물,비금속제작물","CNC,조각",상점,,NA,NA,NA
412,신광 현대전업사,신광 현대전업사,,2277-8455,중구,을지로 149-7,전기자재 총판,전기자재,,상점,,NA,NA,NA
413,신명,신명,,"2265-3857, 2268-3856~7",중구,을지로19길 5,"나사전문점, 미니어처스크류, 전자부품,완구",나사(스테인리스직결나사),,상점,,NA,NA,NA
414,신성기업사,신성기업사,이전?(금천구),2285-6679,,,프레스 단조전문,금속제작물,"프레스,단조",상점,,NA,NA,NA
415,신성컴퓨터조각,신성컴퓨터조각,동도조명,2272-1673,종로구,돈화문로4길 26,"명판조각, 실크인쇄, 부식",명판,"조각,인쇄,부식",상점,,NA,NA,NA
